Name,NHL.com Player ID,Skater/Goalie,Birthdate
Joe Murphy,8449751,S,
Joe Nieuwendyk,8449893,S,
Joe Noris,8448032,S,
Joe Papike,8448084,S,
Joe Paterson,8450221,S,
Joe Pavelski,8470794,S,
Joe Piskula,8473921,S,
Joe Primeau,8448197,S,
Joe Reekie,8450742,S,
Joe Sacco,8451093,S,
Joe Sakic,8451101,S,
Joe Schaefer,8450112,G,
Joe Shack,8448976,S,
Joe Simpson,8449045,S,
Joe Snively,8481441,S,
Joe Szura,8449213,S,
Joe Thornton,8466138,S,
Joe Thorsteinson,8449238,S,
Joe Turner,8450131,G,
Joe Veleno,8480813,S,
Joe Vitale,8471856,S,
Joe Watson,8449371,S,
Joe Whitney,8476227,S,
Joe Zanussi,8449672,S,
Joel Armia,8476469,S,
Joel Baillargeon,8445223,S,
Joel Blomqvist,8482446,G,
Joel Bouchard,8459065,S,
Joel Edmundson,8476441,S,
Joel Eriksson Ek,8478493,S,
Joel Farabee,8480797,S,
Joel Hanley,8477810,S,
Joel Hofer,8480981,G,
Joel Kellman,8481516,S,
Joel Kiviranta,8481641,S,
Joel Kwiatkowski,8465168,S,
Joel L'Esperance,8480769,S,
Joel Lundqvist,8468548,S,
Joel Otto,8450088,S,
Joel Perrault,8469584,S,
Joel Persson,8480940,S,
Joel Prpic,8459654,S,
Joel Quenneville,8450633,S,
Joel Rechlicz,8474383,S,
Joel Savage,8451140,S,
Joel Teasdale,8480034,S,
Joel Vermin,8477326,S,
Joel Ward,8468208,S,
Joey Anderson,8479315,S,
Joey Crabb,8470156,S,
Joey Daccord,8478916,G,
Joey Hishon,8475767,S,
Joey Johnston,8447105,S,
Joey Keane,8480466,S,
Joey Kocur,8448519,S,
Joey MacDonald,8469732,G,
Joey Mormina,8470208,S,
Joey Tenute,8470850,S,
Joey Tetarenko,8465035,S,
Joffre Desilets,8445884,S,
Joffrey Lupul,8470207,S,
Johan Backlund,8475080,G,
Johan Davidsson,8460518,S,
Johan Franzen,8471309,S,
Johan Garpenlov,8447071,S,
Johan Harju,8474085,S,
Johan Hedberg,8460704,G,
Johan Holmqvist,8466303,G,
Johan Larsson,8475728,S,
Johan Lindbom,8466264,S,
Johan Motin,8474662,S,
Johan Sundstrom,8476445,S,
Johan Witehall,8467534,S,
John Adams,8444862,S,1920-05-05
John Adams,8449783,G,1946-07-27
John Albert,8474012,S,
John Anderson,8444944,S,
John Arbour,8444966,S,
John Arundel,8444979,S,
John Baby,8445206,S,
John Barrett,8445276,S,
John Bednarski,8445399,S,
John Beecher,8481556,S,
John Bethel,8445454,S,
John Blue,8455633,G,
John Blum,8445559,S,
John Brackenborough,8445152,S,
John Brenneman,8445160,S,
John Byce,8445814,S,
John Carlson,8474590,S,
John Carter,8445989,S,
John Chabot,8446029,S,
John Chad,8445352,S,
John Conroy,8455920,S,
John Craighead,8462649,S,
John Cullen,8446251,S,
John Curry,8474202,G,
John Davidson,8446323,G,
John Doran,8445926,S,
John Druce,8446487,S,
John Duggan,8445959,S,
John Emmons,8459545,S,
John English,8446684,S,
John Erskine,8467365,S,
John Ferguson,8446812,S,
John Flesch,8446849,S,
John Gallagher,8446559,S,
John Garrett,8447066,G,
John Gibson,8447161,S,1959-07-02
John Gibson,8476434,G,1993-07-14
John Gilmour,8477337,S,
John Gould,8447300,S,
John Grahame,8460715,G,
John Grisdale,8446647,S,
John Gruden,8456455,S,
John Hanna,8446690,S,
John Harms,8446700,S,
John Hayden,8477401,S,
John Henderson,8449991,G,
John Hendrickson,8446783,S,
John Hilworth,8447839,S,
John Holota,8446903,S,
John Hughes,8448070,S,
John Ingram,8445743,S,
John Jakopin,8459522,S,
John Johannson,8448288,S,
John Keating,8447139,S,
John Klingberg,8475906,S,
John Kordic,8448534,S,
John Leblanc,8448765,S,
John LeClair,8448622,S,
John Leonard,8481077,S,
John Lilley,8457065,S,
John Ludvig,8481206,S,
John MacLean,8449499,S,
John MacMillan,8447579,S,
John Madden,8466371,S,
John Mahaffy,8447587,S,
John Marino,8478507,S,
John Mariucci,8447613,S,
John Markell,8449164,S,
John Marks,8449166,S,
John McCahill,8449325,S,
John McCarthy,8473562,S,
John McCormack,8447716,S,
John McCreedy,8447724,S,
John McFarland,8475756,S,
John McIntyre,8449439,S,
John McKenzie,8449494,S,
John McKinnon,8447795,S,
John McLellan,8447798,S,
John Michaluk,8447852,S,
John Miner,8449609,S,
John Miszuk,8447873,S,
John Mitchell,8470750,S,
John Mokosak,8449663,S,
John Moore,8475186,S,
John Morrison,8447896,S,
John Negrin,8474076,S,
John Newberry,8449871,S,
John Newman,8448004,S,
John Ogrodnick,8449972,S,
John Paddock,8450090,S,
John Paul Evans,8446741,S,
John Paul Kelly,8448435,S,
John Persson,8476367,S,
John Pohl,8467565,S,
John Purves,8450624,S,
John Quenneville,8477961,S,
John Quilty,8448239,S,
John Ramage,8475829,S,
John Rogers,8448433,S,
John Ross Roach,8450103,G,
John Schella,8451169,S,
John Scott,8473722,S,
John Sherf,8449014,S,
John Slaney,8458048,S,
John Sleaver,8449051,S,
John Smrke,8451565,S,
John Sorrell,8449128,S,
John Stevens,8451710,S,
John Stewart,8449185,S,1950-05-16
John Stewart,8451720,S,1954-01-02
John Taft,8451835,S,
John Tanner,8451859,G,
John Tavares,8475166,S,
John Thomas,8458208,S,
John Tonelli,8451917,S,
John Tripp,8462103,S,
John Tucker,8451987,S,
John Van Boxmeer,8452156,S,
John Vanbiesbrouck,8452157,G,
John Wensink,8452368,S,
John Wilkinson,8449478,S,
John Wright,8449604,S,
John Zeiler,8470113,S,
John-Michael Liles,8468639,S,
Johnathan Aitken,8464961,S,
Johnathan Kovacevic,8480192,S,
Johnny Bower,8449835,G,
Johnny Boychuk,8470187,S,
Johnny Bucyk,8445240,S,
Johnny Gagnon,8446553,S,
Johnny Gaudreau,8476346,S,
Johnny Gottselig,8446617,S,
Johnny Ingoldsby,8447017,S,
Johnny Matz,8447641,S,
Johnny Mowers,8450047,G,
Johnny Oduya,8469665,S,
Johnny Peirson,8448128,S,
Johnny Polich,8448174,S,
Johnny Sheppard,8449007,S,
Johnny Wilson,8449556,S,
Jon Casey,8446011,G,
Jon Disalvatore,8468584,S,
Jon Fontas,8446883,S,
Jon Gillies,8476903,G,
Jon Kalinski,8474177,S,
Jon Klemm,8456852,S,
Jon Lizotte,8481489,S,
Jon Matsumoto,8473444,S,
Jon Merrill,8475750,S,
Jon Morris,8449718,S,
Jon Rohloff,8457841,S,
Jon Sim,8465024,S,
Jonah Gadjovich,8479981,S,
Jonas Andersson,8467906,S,
Jonas Bergqvist,8445436,S,
Jonas Brodin,8476463,S,
Jonas Frogren,8467531,S,
Jonas Gustavsson,8475361,G,
Jonas Hiller,8473972,G,
Jonas Hoglund,8459158,S,
Jonas Holos,8474730,S,
Jonas Johansson,8470150,S,1984-03-18
Jonas Johansson,8477992,G,1995-09-19
Jonas Junland,8473510,S,
Jonas Nordqvist,8468529,S,
Jonas Rondbjerg,8480007,S,
Jonas Ronnqvist,8468578,S,
Jonas Siegenthaler,8478399,S,
Jonatan Berggren,8481013,S,
Jonathan Bernier,8473541,G,
Jonathan Cheechoo,8467357,S,
Jonathan Dahlen,8479373,S,
Jonathan Davidsson,8480247,S,
Jonathan Delisle,8462113,S,
Jonathan Drouin,8477494,S,
Jonathan Ericsson,8470318,S,
Jonathan Ferland,8469807,S,
Jonathan Filewich,8470663,S,
Jonathan Girard,8467374,S,
Jonathan Gruden,8480836,S,
Jonathan Hedstrom,8466345,S,
Jonathan Huberdeau,8476456,S,
Jonathan Marchessault,8476539,S,
Jonathan Quick,8471734,G,
Jonathan Racine,8476411,S,
Jonathan Rheault,8473616,S,
Jonathan Sigalet,8471765,S,
Jonathan Toews,8473604,S,
Jonathon Blum,8474164,S,
Joni Ortio,8475299,G,
Joni Pitkanen,8470137,S,
Jonny Brodzinski,8477380,S,
Joona Koppanen,8479533,S,
Joona Luoto,8481649,S,
Joonas Donskoi,8475820,S,
Joonas Kemppainen,8478564,S,
Joonas Korpisalo,8476914,G,
Joonas Nattinen,8475198,S,
Joonas Rask,8475893,S,
Jordan Binnington,8476412,G,
Jordan Caron,8475150,S,
Jordan Eberle,8474586,S,
Jordan Greenway,8478413,S,
Jordan Gross,8480913,S,
Jordan Harris,8480887,S,
Jordan Hendry,8472370,S,
Jordan Krestanovich,8468025,S,
Jordan Kyrou,8479385,S,
Jordan Lavallee-Smotherman,8471778,S,
Jordan Leopold,8467917,S,
Jordan Martinook,8476921,S,
Jordan Nolan,8475325,S,
Jordan Oesterle,8477851,S,
Jordan Schmaltz,8476877,S,
Jordan Schroeder,8475147,S,
Jordan Sigalet,8469653,G,
Jordan Spence,8481606,S,
Jordan Staal,8473533,S,
Jordan Szwarz,8475224,S,
Jordan Weal,8475738,S,
Jordan Willis,8459663,G,
Jordie Benn,8474818,S,
Jordin Tootoo,8469547,S,
Jordy Douglas,8446469,S,
Jorge Alves,8479115,G,
Jorgen Jonsson,8460713,S,
Jorgen Pettersson,8450345,S,
Jori Lehtera,8474627,S,
Jose Charbonneau,8446043,S,
Jose Theodore,8460535,G,
Josef Beranek,8455575,S,
Josef Boumedienne,8465044,S,
Josef Korenar,8480373,G,
Josef Marha,8460526,S,
Josef Melichar,8466203,S,
Josef Vasicek,8467416,S,
Joseph Blandisi,8477010,S,
Joseph Cramarossa,8476390,S,
Joseph Day,8456023,S,
Joseph Gambardella,8479970,S,
Joseph LaBate,8476425,S,
Joseph Ward,8452290,S,
Joseph Woll,8479361,G,
Josh Anderson,8476981,S,
Josh Archibald,8476326,S,
Josh Bailey,8474573,S,
Josh Currie,8477680,S,
Josh Doan,8482659,S,
Josh Dunne,8482623,S,
Josh Gorges,8470324,S,
Josh Gratton,8469844,S,
Josh Green,8464984,S,
Josh Harding,8470216,G,
Josh Hennessy,8470636,S,
Josh Holden,8464965,S,
Josh Jacobs,8477972,S,
Josh Jooris,8477591,S,
Josh Langfeld,8466200,S,
Josh Leivo,8476410,S,
Josh Manson,8476312,S,
Josh Morrissey,8477504,S,
Josh Norris,8480064,S,
Josh Olson,8468670,S,
Josh Teves,8481425,S,
Josh Tordjman,8473632,G,
Joshua Brown,8477384,S,
Joshua Ho-Sang,8477959,S,
Joshua Mahura,8479372,S,
Joshua Roy,8482749,S,
Josiah Slavin,8481004,S,
Jozef Balej,8468558,S,
Jozef Cierny,8458971,S,
Jozef Stumpel,8458554,S,
JT Brown,8476806,S,
JT Wyman,8471312,S,
Jud McAtee,8447649,S,
Jude Drouin,8446482,S,
Juha Lind,8459114,S,
Juha Widing,8449455,S,
Juha Ylonen,8458605,S,
Juho Lammikko,8477996,S,
Jujhar Khaira,8476915,S,
Jukka Hentunen,8468656,S,
Jukka Porvari,8450501,S,
Julian Klymkiw,8450010,G,
Julian Melchiori,8475815,S,
Julien Brouillette,8475567,S,
Julien Gauthier,8479328,S,
Julien Vauclair,8467399,S,
Julius Honka,8477945,S,
Junior Lessard,8471206,S,
Juraj Kolnik,8467974,S,
Juraj Slafkovsky,8483515,S,
Jussi Jokinen,8469638,S,
Jussi Markkanen,8462255,G,
Jussi Rynnas,8475680,G,
Jussi Timonen,8469593,S,
Justin Abdelkader,8471716,S,
Justin Auger,8477428,S,
Justin Bailey,8477473,S,
Justin Barron,8482111,S,
Justin Braun,8474027,S,
Justin Brazeau,8479638,S,
Justin Danforth,8479941,S,
Justin DiBenedetto,8474731,S,
Justin Dowling,8475413,S,
Justin Duberman,8456120,S,
Justin Falk,8473992,S,
Justin Faulk,8475753,S,
Justin Florek,8475845,S,
Justin Fontaine,8476235,S,
Justin Hocking,8458975,S,
Justin Hodgman,8474793,S,
Justin Holl,8475718,S,
Justin Johnson,8476086,S,
Justin Kirkland,8477993,S,
Justin Kloos,8480082,S,
Justin Kurtz,8462111,S,
Justin Mapletoft,8468003,S,
Justin Mercier,8471829,S,
Justin Papineau,8467372,S,
Justin Peters,8471251,G,
Justin Pogge,8471302,G,
Justin Richards,8482179,S,
Justin Schultz,8474602,S,
Justin Shugg,8475826,S,
Justin Sourdif,8482088,S,
Justin Williams,8468508,S,
Justus Annunen,8481020,G,
Juuse Saros,8477424,G,
Juuso Parssinen,8481704,S,
Juuso Riikola,8480945,S,
Juuso Valimaki,8479976,S,
Jyrki Jokipakka,8476279,S,
Jyrki Lumme,8448824,S,
Jyrki Seppa,8451257,S,
K'Andre Miller,8480817,S,
Kaapo Kahkonen,8478039,G,
Kaapo Kakko,8481554,S,
Kaden Fulcher,8480363,G,
Kaedan Korczak,8481527,S,
Kael Mouillierat,8476147,S,
Kai Nurminen,8465167,S,
Kai Suikkanen,8451777,S,
Kaiden Guhle,8482087,S,
Kailer Yamamoto,8479977,S,
Kale Clague,8479348,S,
Kalle Kossila,8479290,S,
Kamil Kreps,8470631,S,
Kamil Piros,8466336,S,
Karel Betik,8466242,S,
Karel Pilar,8469491,S,
Karel Rachunek,8466353,S,
Karel Vejmelka,8478872,G,
Kari Eloranta,8446677,S,
Kari Haakana,8469691,S,
Kari Jalonen,8448203,S,
Kari Lehtonen,8470140,G,
Kari Makkonen,8449097,S,
Kari Takko,8451845,G,
Karl Alzner,8473991,S,
Karl Dykhuis,8456149,S,
Karl Friesen,8446971,G,
Karl Stewart,8469786,S,
Karl Stollery,8476798,S,
Karlis Skrastins,8467519,S,
Karri Ramo,8471403,G,
Karson Kuhlman,8480901,S,
Kasimir Kaskisuo,8479288,G,
Kaspars Astashenko,8468000,S,
Kaspars Daugavins,8473484,S,
Kasper Bjorkqvist,8479512,S,
Kasperi Kapanen,8477953,S,
Kay Whitmore,8452440,G,
Keaton Ellerby,8474184,S,
Keaton Middleton,8479387,S,
Keegan Kolesar,8478434,S,
Keegan Lowe,8476397,S,
Keith Acton,8444897,S,
Keith Aldridge,8464714,S,
Keith Allen,8444873,S,
Keith Aucoin,8469779,S,
Keith Aulie,8474048,S,
Keith Ballard,8470054,S,
Keith Brown,8445713,S,
Keith Carney,8455805,S,
Keith Crowder,8446242,S,
Keith Hanson,8447554,S,
Keith Jones,8456745,S,
Keith Kinkaid,8476234,G,
Keith Magnuson,8449032,S,
Keith McCreary,8447718,S,
Keith Osborne,8450071,S,
Keith Primeau,8450550,S,
Keith Redmond,8458593,S,
Keith Tkachuk,8458229,S,
Keith Wright,8449605,S,
Keith Yandle,8471735,S,
Kellan Lain,8477201,S,
Kelly Buchberger,8445733,S,
Kelly Burnett,8445287,S,
Kelly Chase,8446125,S,
Kelly Fairchild,8458666,S,
Kelly Hrudey,8448020,G,
Kelly Kisio,8448505,S,
Kelly Miller,8449621,S,
Kelly Pratt,8448189,S,
Ken Baird,8445002,S,
Ken Baumgartner,8445323,S,
Ken Belanger,8459089,S,
Ken Berry,8445455,S,
Ken Block,8445100,S,
Ken Breitenbach,8445676,S,
Ken Broderick,8449839,G,
Ken Brown,8449845,G,
Ken Daneyko,8446309,S,
Ken Doraty,8445940,S,
Ken Dryden,8446490,G,
Ken Duggan,8446500,S,
Ken Ellacott,8446625,G,
Ken Gernander,8456361,S,
Ken Hammond,8447489,S,
Ken Hodge,8447892,S,
Ken Hodge Jr.,8447891,S,
Ken Holland,8447927,G,
Ken Houston,8447990,S,
Ken Kilrea,8447182,S,
Ken Klee,8456850,S,
Ken Kuzyk,8448571,S,
Ken Leiter,8448755,S,
Ken Linseman,8448857,S,
Ken Lockett,8450015,G,
Ken Mann,8447600,S,
Ken McAuley,8450027,G,
Ken McRae,8449463,S,
Ken Morrow,8449713,S,
Ken Mosdell,8447901,S,
Ken Murray,8447968,S,
Ken Priestlay,8450560,S,
Ken Quinney,8450611,S,
Ken Randall,8448246,S,
Ken Reardon,8448257,S,
Ken Sabourin,8451097,S,
Ken Schinkel,8448923,S,
Ken Smith,8449081,S,
Ken Solheim,8451584,S,
Ken Stewart,8449188,S,
Ken Strong,8451763,S,
Ken Sutton,8451805,S,
Ken Thompson,8449231,S,
Ken Wregget,8452535,G,
Ken Yackel,8449647,S,
Ken Yaremchuk,8452547,S,
Kenndal McArdle,8471694,S,
Kenneth Appleby,8478965,G,
Kenneth Gruhl,8447433,S,
Kenneth Lovsin,8448777,S,
Kenneth Richardson,8450828,S,
Kenny Agostino,8475844,S,
Kenny Girard,8446589,S,
Kenny Jonsson,8459434,S,
Kenny Wharram,8449385,S,
Kent Carlson,8445936,S,
Kent Douglas,8445945,S,
Kent Huskins,8467478,S,
Kent Johnson,8482660,S,
Kent Manderville,8457203,S,
Kent McDonell,8466349,S,
Kent Nilsson,8449887,S,
Kent Paynter,8450260,S,
Kent Ruhnke,8448604,S,
Kent Simpson,8475720,G,
Kent-Erik Andersson,8444943,S,
Kerby Rychel,8477510,S,
Kerry Huffman,8448048,S,
Kerry Ketter,8447178,S,
Kevan Guy,8447437,S,
Kevan Miller,8476191,S,
Kevin Bahl,8480860,S,
Kevin Bieksa,8469598,S,
Kevin Boyle,8479294,G,
Kevin Brown,8459023,S,
Kevin Colley,8468153,S,
Kevin Connauton,8475246,S,
Kevin Czuczman,8477814,S,
Kevin Dahl,8456000,S,
Kevin Dallman,8469795,S,
Kevin Dean,8456024,S,
Kevin Devine,8446404,S,
Kevin Dineen,8446423,S,
Kevin Doell,8470937,S,
Kevin Evans,8446718,S,
Kevin Fiala,8477942,S,
Kevin Gravel,8475857,S,
Kevin Haller,8447477,S,
Kevin Hatcher,8447680,S,
Kevin Hayes,8475763,S,
Kevin Henderson,8471912,S,
Kevin Hodson,8459357,G,
Kevin Kaminski,8448394,S,
Kevin Kemp,8448447,S,
Kevin Klein,8470630,S,
Kevin Korchinski,8483466,S,
Kevin Krook,8447238,S,
Kevin Labanc,8478099,S,
Kevin Lankinen,8480947,G,
Kevin LaVallee,8448712,S,
Kevin Lowe,8448884,S,
Kevin MacDonald,8457135,S,
Kevin Maguire,8449037,S,
Kevin Mandolese,8480867,G,
Kevin Marshall,8474163,S,
Kevin Maxwell,8449318,S,
Kevin McCarthy,8449346,S,
Kevin McClelland,8449354,S,
Kevin Miehm,8457380,S,
Kevin Miller,8449607,S,
Kevin Morrison,8449715,S,
Kevin O'Shea,8448069,S,
Kevin Porter,8471331,S,
Kevin Poulin,8474690,G,
Kevin Primeau,8450553,S,
Kevin Quick,8473433,S,
Kevin Rooney,8479291,S,
Kevin Roy,8476971,S,
Kevin Sawyer,8460836,S,
Kevin Schamehorn,8451172,S,
Kevin Shattenkirk,8474031,S,
Kevin Smyth,8459015,S,
Kevin Stenlund,8478831,S,
Kevin Stevens,8451711,S,
Kevin Todd,8451901,S,
Kevin Weekes,8459463,G,
Kevin Westgarth,8473908,S,
Kevin Wortman,8458456,S,
Kevyn Adams,8459446,S,
Kiefer Sherwood,8480748,S,
Kieffer Bellows,8479356,S,
Kilby MacDonald,8447535,S,
Kim Clackson,8446077,S,
Kim Davis,8446320,S,
Kim Issel,8448195,S,
Kim Johnsson,8460770,S,
Kim MacDougall,8447538,S,
Kimbi Daniels,8456008,S,
Kimmo Timonen,8459670,S,
King Clancy,8445471,G/S,
Kip Brennan,8467427,S,
Kip Miller,8449633,S,
Kirby Dach,8481523,S,
Kirby Law,8467732,S,
Kirill Kaprizov,8478864,S,
Kirill Marchenko,8480893,S,
Kirill Safronov,8467892,S,
Kirill Semyonov,8482815,S,
Kirk Bowman,8445144,S,
Kirk Maltby,8459001,S,
Kirk McLean,8449474,G,
Kirk Muller,8449740,S,
Kirk Nielsen,8460488,S,
Kirk Tomlinson,8451929,S,
Kjell Dahlin,8446287,S,
Kjell Samuelsson,8451105,S,
Klas Dahlbeck,8476403,S,
Klim Kostin,8480011,S,
Kole Lind,8479986,S,
Kole Sherwood,8478949,S,
Konstantin Koltsov,8467891,S,
Konstantin Pushkarev,8470637,S,
Konstantin Shafranov,8462826,S,
Korbinian Holzer,8473560,S,
Kraig Nienhuis,8449892,S,
Kris Beech,8467880,S,
Kris Chucko,8471237,S,
Kris Draper,8446485,S,
Kris Fredheim,8471846,S,
Kris King,8448487,S,
Kris Letang,8471724,S,
Kris Manery,8449109,S,
Kris Newbury,8470232,S,
Kris Russell,8471729,S,
Kris Vernarsky,8468531,S,
Kris Versteeg,8471346,S,
Kristers Gudlevskis,8477356,G,
Kristian Huselius,8466181,S,
Kristian Kudroc,8467901,S,
Kristian Reichel,8480443,S,
Kristian Vesalainen,8480005,S,
Kristians Rubins,8479729,S,
Kristopher Foucault,8475219,S,
Krys Barch,8467428,S,
Krys Kolanos,8468499,S,
Krzysztof Oliwa,8459486,S,
Kurt Sauer,8468568,S,
Kurt Walker,8449311,S,
Kurtis Foster,8468520,S,
Kurtis Gabriel,8476545,S,
Kurtis MacDermid,8477073,S,
Kurtis McLean,8472008,S,
Kyle Baun,8478393,S,
Kyle Brodziak,8470803,S,
Kyle Burroughs,8477335,S,
Kyle Calder,8466260,S,
Kyle Capobianco,8478476,S,
Kyle Chipchura,8471231,S,
Kyle Clifford,8475160,S,
Kyle Connor,8478398,S,
Kyle Criscuolo,8479304,S,
Kyle Cumiskey,8471879,S,
Kyle Freadrich,8466198,S,
Kyle Greentree,8473904,S,
Kyle MacLean,8481237,S,
Kyle McLaren,8462040,S,
Kyle Okposo,8473449,S,
Kyle Palmieri,8475151,S,
Kyle Quincey,8470724,S,
Kyle Rau,8476415,S,
Kyle Rossiter,8467358,S,
Kyle Turris,8474068,S,
Kyle Wanvig,8467962,S,
Kyle Wellwood,8469581,S,
Kyle Wilson,8471483,S,
Kyosti Karjalainen,8456784,S,
Ladislav Benysek,8460751,S,
Ladislav Karabin,8456782,S,
Ladislav Kohn,8460663,S,
Ladislav Nagy,8466304,S,
Ladislav Smid,8471222,S,
Lance Bouma,8474642,S,
Lance Nethery,8449838,S,
Lance Pitlick,8457681,S,
Lance Ward,8464963,S,
Landon Bow,8479016,G,
Landon Ferraro,8475157,S,
Landon Slaggert,8482172,S,
Landon Wilson,8459441,S,
Lane Hutson,8483457,S,
Lane Lambert,8448655,S,
Lane MacDermid,8475283,S,
Lane Pederson,8478967,S,
Lanny McDonald,8449423,S,
Larry Aurie,8444987,S,
Larry Bignell,8445080,S,
Larry Bolonchuk,8445114,S,
Larry Brown,8445710,S,
Larry Cahan,8445305,S,
Larry Carriere,8445980,S,
Larry Courville,8459542,S,
Larry Depalma,8446356,S,
Larry Floyd,8446870,S,
Larry Fullan,8446512,S,
Larry Giroux,8447209,S,
Larry Gloekner,8447220,S,
Larry Goodenough,8447293,S,
Larry Gould,8446619,S,
Larry Hale,8446663,S,
Larry Hillman,8446864,S,
Larry Hopkins,8447950,S,
Larry Hornung,8446916,S,
Larry Huras,8446987,S,
Larry Jeffrey,8447051,S,
Larry Johnston,8447106,S,
Larry Keenan,8447145,S,
Larry Kwong,8447254,S,
Larry Landon,8448657,S,
Larry Leach,8447351,S,
Larry Lozinski,8448899,G,
Larry McIntyre,8447787,S,
Larry Melnyk,8449549,S,
Larry Mickey,8447853,S,
Larry Molyneaux,8447882,S,
Larry Murphy,8449745,S,
Larry Patey,8450215,S,
Larry Playfair,8450469,S,
Larry Popein,8448177,S,
Larry Regan,8448299,S,
Larry Robinson,8450936,S,
Larry Romanchych,8448438,S,
Larry Sacharuk,8451098,S,
Larry Skinner,8451403,S,
Larry Trader,8451938,S,
Larry Wilson,8449557,S,
Larry Wright,8449635,S,
Larry Zeidel,8449679,S,
Lars Eller,8474189,S,
Lars Jonsson,8468487,S,
Lars Lindgren,8448851,S,
Lars Molin,8449659,S,
Lars Sjoberg,8451388,S,
Lars Zetterstrom,8449686,S,
Lasse Kukkonen,8470743,S,
Lasse Pirjeta,8470030,S,
Lassi Thomson,8481575,S,
Laurent Brossoit,8476316,G,
Laurent Dauphin,8477460,S,
Lauri Korpikoski,8471232,S,
Lauri Tukonen,8471224,S,
Laurie Boschman,8445603,S,
Laurie Scott,8448949,S,
Lawrence Nycholat,8468184,S,
Lawrence Pilut,8480935,S,
Lawrence Pleau,8450472,S,
Lawson Crouse,8478474,S,
Layne Ulmer,8468082,S,
Lean Bergmann,8481640,S,
Lee Fogolin,8446333,S,
Lee Fogolin Jr.,8446871,S,
Lee Giffin,8447165,S,
Lee Goren,8466197,S,
Lee Norwood,8449905,S,
Lee Sorochan,8459456,S,
Lee Stempniak,8470740,S,
Lee Sweatt,8473931,S,
Leevi Merilainen,8482447,G,
Lefty Wilson,8450149,G,
Leif Rohlin,8457840,S,
Leif Svensson,8451803,S,
Leigh Verstraete,8452219,S,
Leland Irving,8473414,G,
Len Barrie,8445283,S,
Len Broderick,8449840,G,
Len Fontaine,8446340,S,
Len Frig,8446976,S,
Len Grosvenor,8446652,S,
Len Hachborn,8447439,S,
Len Haley,8446664,S,
Len Lunde,8447527,S,
Len Ronson,8448443,S,
Len Wharton,8449387,S,
Lennart Petrell,8471402,S,
Leo Boivin,8445111,S,
Leo Bourgeault,8445142,S,
Leo Carbol,8445321,S,
Leo Carlsson,8484153,S,
Leo Gaudreault,8446571,S,
Leo Gravelle,8446640,S,
Leo Komarov,8473463,S,
Leo Labine,8447260,S,
Leo Lafrance,8447283,S,
Leo Lamoureux,8447309,S,
Leo Murray,8447969,S,
Leo Quenneville,8448237,S,
Leo Reise Jr.,8448317,S,
Leo Reise Sr.,8448315,S,
Leo Thiffault,8449227,S,
Leon Draisaitl,8477934,S,
Leon Rochefort,8448427,S,
Leonard Esau,8456202,S,
Leroy Goldsworthy,8446607,S,
Les Auge,8445175,S,
Les Binkley,8449825,G,
Les Colvin,8449855,G,
Les Colwill,8445510,S,
Les Costello,8445637,S,
Les Cunningham,8445830,S,
Les Douglas,8445946,S,
Les Kozak,8447231,S,
Les Kuntar,8456917,G,
Les Ramsay,8448245,S,
Lester Patrick,8448095,G/S,
Leth Graham,8446629,S,
Lew Morrison,8447897,S,
Lex Chisholm,8445439,S,
Lex Hudson,8448045,S,
Liam Foudy,8480853,S,
Liam O'Brien,8477070,S,
Liam Ohgren,8483499,S,
Liam Reddox,8471324,S,
Lias Andersson,8480072,S,
Libor Hajek,8479333,S,
Libor Pivko,8468569,S,
Libor Sulak,8480161,S,
Libor Zabransky,8462244,S,
Lin Bend,8445051,S,
Linden Vey,8475223,S,
Lindsay Carson,8446007,S,
Lindsay Middlebrook,8449588,G,
Lindsay Vallis,8458287,S,
Lindy Ruff,8451053,S,
Link Gaetz,8446989,S,
Linus Hogberg,8479534,S,
Linus Karlsson,8481024,S,
Linus Klasen,8475677,S,
Linus Omark,8474059,S,
Linus Sandin,8482243,S,
Linus Ullmark,8476999,G,
Lionel Bouvrette,8449834,G,
Lionel Conacher,8445514,S,
Lionel Heinrich,8446764,S,
Lionel Hitchman,8446886,S,
Lloyd Ailsby,8444866,S,
Lloyd Andrews,8444936,S,
Lloyd Cook,8445536,S,
Lloyd Doran,8445939,S,
Lloyd Finkbeiner,8446246,S,
Lloyd Gronsdahl,8446648,S,
Lloyd Gross,8446649,S,
Lloyd Haddon,8446657,S,
Lloyd Jackson,8447027,S,
Lloyd Klein,8447221,S,
Lloyd Mohns,8447881,S,
Logan Brown,8479366,S,
Logan Cooley,8483431,S,
Logan Couture,8474053,S,
Logan Mailloux,8482733,S,
Logan Morrison,8483012,S,
Logan O'Connor,8481186,S,
Logan Shaw,8476400,S,
Logan Stankoven,8482702,S,
Logan Stanley,8479378,S,
Logan Thompson,8480313,G,
Lonnie Loach,8457083,S,
Lonny Bohonos,8459995,S,
Lorne Anderson,8449803,G,
Lorne Carr,8445333,S,
Lorne Chabot,8449850,G,
Lorne Davis,8445851,S,
Lorne Duguid,8445960,S,
Lorne Ferguson,8446197,S,
Lorne Henning,8447740,S,
Lorne Stamler,8451629,S,
Lorrain Thibeault,8449226,S,
Lou Angotti,8444952,S,
Lou Fontinato,8446343,S,
Lou Franceschetti,8446952,S,
Lou Holmes,8446901,S,
